school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,OTHERS,STUDENTS' COUNCIL,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,HOCKEY (GIRLS)
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,NETBALL (GIRLS)
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK & FIELD,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,DEBATE
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,OUTDOOR ADVENTURE (ODAC)
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE SOCIETY,DANCE
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ROBOTICS CLUB,COMPUTING & ROBOTICS
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,MEDIA
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,SERVICE LEARNING
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FRISBEE,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TOUCH FOOTBALL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - HARMONICA,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MUSICIANS' CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHESS CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERACT CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LDDS - CHINESE,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LDDS - INDIAN,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,VISUAL ARTS CLUB,na
ANDERSON SERANGOON JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,RED CROSS HUMANITARIAN NETWORK,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK & FIELD,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TEN-PIN BOWLING,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FRISBEE,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SAINTS SPORTS CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - TAMIL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - MALAY,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MUSICIANS' CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LDDS - ENGLISH,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERACT CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STRATEGY CLUB,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CULTURE AND AESTHETICS CLUB,CULTURE PROMOTION CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,SHOOTING
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ARCHERY,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,PADDLERS CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,DEBATES SOCIETY
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE SOCIETY,DANCE (INTERNATIONAL)
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTELLECTUAL GAMES CLUB,INTERACTIVE GAMES CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE CLUB,MAKERS CLUB
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TOUCH RUGBY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ATHLETICS,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FRISBEE,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHESS CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HISTORY/CURRENT AFFAIRS SOCIETY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERACT CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MALAY CULTURAL SOCIETY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,CHINESE CULTURAL SOCIETY,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,CIVIL DEFENCE CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,IT CLUB,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SOCIAL VOLUNTEERS,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,NATIONAL EDUCATION,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HEALTH AND FITNESS - GENERAL,na
JURONG PIONEER JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTO AND VIDEO SOCIETY,na
JURONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
JURONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
JURONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
JURONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
JURONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
JURONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
JURONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
JURONG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - BALLET,INTERNATIONAL DANCE
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ART CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFO COMMUNICATION CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,SCIENCE & GREEN CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,WEIQI CLUB,na
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ARTS
RADIN MAS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,LIBRARY
RADIN MAS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,FOOD & NUTRITION CLUB
RADIN MAS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,MATHS & SCIENCE CLUB
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,VIOLIN ENSEMBLE
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,PERFORMING DRAMA
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,INTERNATIONAL CHESS CLUB
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,NEW MEDIA CLUB
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIFE SCIENCES SOCIETY,ENVIRO-LIFE SCIENCE CLUB
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
